"VaR","ES"
-0.01360651025068,-0.0189255161678974
-0.0136083144829112,-0.0185888212834465
-0.0134658533618816,-0.0179102655201109
-0.0141550857455838,-0.018321195443146
-0.0151421781263015,-0.0213851160902043
-0.0167353566556217,-0.0233268595809014
-0.0178676924312574,-0.0224078305242412
-0.0169327849915726,-0.0219801423273668
-0.0167686881081856,-0.0218241987210114
-0.0171483246496864,-0.0219125661464814
-0.0165061495769039,-0.0216211687835901
-0.0161621985468587,-0.0210384471622061
-0.0155010261388993,-0.0206543360656801
-0.0149190025333623,-0.0199680261498224
-0.0146295905427209,-0.0200639087934916
-0.0158923273680457,-0.0203402435323791
-0.0150653367017306,-0.0202031146305305
-0.0151407765219247,-0.0199354088942154
-0.0145549890547028,-0.0195030298783089
-0.0150700626641663,-0.0193382990491653
-0.0143374269539545,-0.0199214112943181
-0.0147275200591788,-0.0193597258906401
-0.0140773315775506,-0.0193112258504581
-0.0141239472039107,-0.0185552556235907
-0.0136421274590338,-0.0182879711822484
-0.0131090018687859,-0.0179587363465909
-0.0130878923039964,-0.0173739003621279
-0.0125942584209243,-0.017559257326159
-0.0135157653565541,-0.0175783103434023
-0.0134222345319448,-0.0182953329621818
-0.0133000725910575,-0.0183575198789778
-0.0141102097491638,-0.0198723808726805
-0.0141429451330496,-0.0196243057132662
-0.0138932598062422,-0.0187809486314055
-0.0136438527348516,-0.0185011002501209
-0.0133984522021769,-0.0181664473358304
-0.0131677600407214,-0.017642418038544
-0.0134143613532358,-0.0177301066933416
-0.0137626910718623,-0.0195944757231822
-0.0139658358624166,-0.0187310738651126
-0.01393163265574,-0.0182158164913221
-0.0134267746053945,-0.0179990637985823
-0.0137432008842031,-0.0195473977026754
-0.013912026548855,-0.0184036512439986
-0.0134036211426817,-0.0179307658345285
-0.0129516490488474,-0.0174410237823059
-0.0124377205542609,-0.0170101752020288
-0.0120650039305725,-0.016543521068939
-0.0118242810913904,-0.0161446948232964
-0.0136047978962807,-0.0179352937639846
-0.0129521959234885,-0.0178393461700508
-0.0128569819902715,-0.0175123547098055
-0.0124432841488386,-0.0172104829966251
-0.0132658605342837,-0.0174548105225671
-0.0126756510922671,-0.0172758842038385
-0.012842710370583,-0.0169816288876211
-0.0123067943760453,-0.0168022852681195
-0.0121653746456663,-0.0165187608692877
-0.0121204638237614,-0.0169019582293475
-0.0119010725092158,-0.0165248270384749
-0.012627353924987,-0.0172086148327563
-0.0130566679933175,-0.0174250549505269
-0.0125267014737412,-0.0172661680522699
-0.0143684784875851,-0.0184333298690558
-0.0135547073277359,-0.0184458428643814
-0.0141389760960941,-0.0181424524302701
-0.0132442924344669,-0.0180390810180317
-0.013055819260372,-0.017438509228552
-0.0133339647516911,-0.0177168416853418
-0.0137242947243278,-0.0193948545945832
-0.0142021087007099,-0.0185941498120801
-0.0139356392733713,-0.0186370201454213
-0.0132986168333387,-0.0185168170850198
-0.0133387024508056,-0.0178685947839549
-0.0132944306637383,-0.0175549300156689
-0.0126760882482406,-0.0175794722113651
-0.0126514459425059,-0.0171388731805843
-0.0123322821658515,-0.0171530765014699
-0.0127307055553106,-0.0182613745582595
-0.0129298140559045,-0.0174524429916266
-0.0134162144861912,-0.0177565049317057
-0.0128509168002461,-0.0176867827882141
-0.0126429456755321,-0.0170878279763938
-0.0125390894627717,-0.0168089160511487
-0.0132992134180772,-0.0172971892483447
-0.0127630522904238,-0.0172849064276218
-0.0123723357578572,-0.0174043404297518
-0.0121263912059348,-0.0168946781792541
-0.0120354446659469,-0.0163469928125324
-0.0120093427473441,-0.0163058361344657
-0.0116877172557635,-0.0160838460795291
-0.0123261444080142,-0.016842422631217
-0.013419762630233,-0.0187829746036621
-0.0132478188042249,-0.0180103754939528
-0.0133233582387308,-0.01768661970091
-0.0126508037255013,-0.0175386489741234
-0.0126715990543371,-0.0171948596443461
-0.0133975907708551,-0.0173376549920106
-0.0128889636339973,-0.0175483897336957
-0.0134160925629091,-0.0181959263470197
-0.0131916090817413,-0.0184274191025363
-0.013128296843578,-0.0178671417484095
-0.0130358227934623,-0.017486325467828
-0.0129787068781298,-0.0174216929779208
-0.0140911844807121,-0.0185270647001357
-0.013363681759226,-0.0184766711459502
-0.01330681692017,-0.0187914134094151
-0.0132221841169889,-0.0179173314874934
-0.0142206081731508,-0.0185747895960766
-0.0135140357617165,-0.018375224505773
-0.0133219536871753,-0.0182864162318866
-0.0129462297230299,-0.0178638464947454
-0.0137187941333127,-0.0197220878623881
-0.0138489081698237,-0.0192494167735187
-0.0141315619077279,-0.0184720435984676
-0.0133624682564996,-0.0182305426786162
-0.013029003384055,-0.0176553559259829
-0.0129860338814555,-0.0180354978747958
-0.0139804265705727,-0.0191813303467214
-0.01657021410082,-0.023376225365799
-0.017036605333595,-0.0229385723836031
-0.0172262313194643,-0.0229684863057495
-0.016677623308871,-0.0221306958761243
